title,link
Software Engineer Working Student/Intern,https://de.linkedin.com/jobs/view/software-engineer-working-student-intern-at-taktile-4205745296?position=31&pageNum=0&refId=iS2V6anonXHVhyfzyJW7SQ%3D%3D&trackingId=KJeug1tjr7%2FaqHJzVxok8Q%3D%3D
Machine Learning Working Student - Hybrid,https://de.linkedin.com/jobs/view/machine-learning-working-student-hybrid-at-dida-4015219243?position=32&pageNum=0&refId=iS2V6anonXHVhyfzyJW7SQ%3D%3D&trackingId=wP%2BiYPEi4COJb9NcYJoQhg%3D%3D
Data Scientist - Berlin (All Genders),https://de.linkedin.com/jobs/view/data-scientist-berlin-all-genders-at-digitl-4271738093?position=33&pageNum=0&refId=iS2V6anonXHVhyfzyJW7SQ%3D%3D&trackingId=7%2BaOPLGYUBvBgPtfD4lRUw%3D%3D
Machine Learning Engineer,https://de.linkedin.com/jobs/view/machine-learning-engineer-at-super-ai-4084207634?position=34&pageNum=0&refId=iS2V6anonXHVhyfzyJW7SQ%3D%3D&trackingId=h1%2F6zMVsTQ%2BtWlcZJUTkGw%3D%3D
"Product Analyst - (Logistics Customer, Seamless)",https://de.linkedin.com/jobs/view/product-analyst-logistics-customer-seamless-at-delivery-hero-4268586275?position=35&pageNum=0&refId=iS2V6anonXHVhyfzyJW7SQ%3D%3D&trackingId=9wX3YAzVMhTK8MaXgd6d6A%3D%3D
Werkstudent Data Analytics / Python (all genders),https://de.linkedin.com/jobs/view/werkstudent-data-analytics-python-all-genders-at-forvis-mazars-in-germany-4257890160?position=36&pageNum=0&refId=iS2V6anonXHVhyfzyJW7SQ%3D%3D&trackingId=01HpvdWK67UHhVgZx1xmUQ%3D%3D
Senior Product Analyst - Consumer Product,https://de.linkedin.com/jobs/view/senior-product-analyst-consumer-product-at-delivery-hero-4248011714?position=37&pageNum=0&refId=iS2V6anonXHVhyfzyJW7SQ%3D%3D&trackingId=9s9GpzOMHNC3xDBOn6jDKQ%3D%3D
Fullstack AI Engineer,https://de.linkedin.com/jobs/view/fullstack-ai-engineer-at-libra-4268907603?position=38&pageNum=0&refId=iS2V6anonXHVhyfzyJW7SQ%3D%3D&trackingId=43UvImUKlpCD68xs4KK6Zw%3D%3D
Senior Python Software Engineer,https://de.linkedin.com/jobs/view/senior-python-software-engineer-at-synthflow-ai-4131111286?position=39&pageNum=0&refId=iS2V6anonXHVhyfzyJW7SQ%3D%3D&trackingId=eXJjaoEdRX39N97lIBip%2Fg%3D%3D
WERKSTUDENT*IN ODER PRAKTIKANT*IN PYTHON SOFTWARE DEVELOPER (BACKEND),https://de.linkedin.com/jobs/view/werkstudent-in-oder-praktikant-in-python-software-developer-backend-at-acceleraid-4090896403?position=40&pageNum=0&refId=iS2V6anonXHVhyfzyJW7SQ%3D%3D&trackingId=iKatKRZD8ziiTbUQfqPR%2FQ%3D%3D
Looking for a computer vision and ML engineer,https://de.linkedin.com/jobs/view/looking-for-a-computer-vision-and-ml-engineer-at-phera-4270332312?position=41&pageNum=0&refId=iS2V6anonXHVhyfzyJW7SQ%3D%3D&trackingId=0Zi6KipZefxk6uqA5XBdFA%3D%3D
Product Analyst,https://de.linkedin.com/jobs/view/product-analyst-at-thryve-4275331648?position=42&pageNum=0&refId=iS2V6anonXHVhyfzyJW7SQ%3D%3D&trackingId=z%2BHvqax2Oc6TKUjOQg%2B6IA%3D%3D
AI Agent Engineer,https://de.linkedin.com/jobs/view/ai-agent-engineer-at-naptha-ai-4151320457?position=43&pageNum=0&refId=iS2V6anonXHVhyfzyJW7SQ%3D%3D&trackingId=pJU8XgUN%2BBRxWYM%2Btaeojg%3D%3D
Freelance Software Developer (Python) - Quality Assurance (AI Trainer),https://de.linkedin.com/jobs/view/freelance-software-developer-python-quality-assurance-ai-trainer-at-mindrift-4245511119?position=44&pageNum=0&refId=iS2V6anonXHVhyfzyJW7SQ%3D%3D&trackingId=oLTDYvDzvqJ%2BYDhyreXeeg%3D%3D
"AI Engineer (LLM + RL, Healthcare",https://de.linkedin.com/jobs/view/ai-engineer-llm-%2B-rl-healthcare-at-innowerft-4269645150?position=45&pageNum=0&refId=iS2V6anonXHVhyfzyJW7SQ%3D%3D&trackingId=poHb7r%2Fm1EWFwPy8G8GPsg%3D%3D
Senior AI Agent Engineer,https://de.linkedin.com/jobs/view/senior-ai-agent-engineer-at-beam-ai-4275370603?position=46&pageNum=0&refId=iS2V6anonXHVhyfzyJW7SQ%3D%3D&trackingId=lG6psr196BKML8BsvyHTvg%3D%3D
Analytics Engineer,https://de.linkedin.com/jobs/view/analytics-engineer-at-gemma-analytics-4232953138?position=47&pageNum=0&refId=iS2V6anonXHVhyfzyJW7SQ%3D%3D&trackingId=mSzGLc5E3Q%2F5X02MtCBnUQ%3D%3D
Data Scientist (m/f/x),https://de.linkedin.com/jobs/view/data-scientist-m-f-x-at-fuchs-eule-4233872235?position=48&pageNum=0&refId=iS2V6anonXHVhyfzyJW7SQ%3D%3D&trackingId=%2F21YxjPXWscHV0l2s%2FPyDg%3D%3D
Venture Capital-Intern -> starting October 2025 (all genders),https://de.linkedin.com/jobs/view/venture-capital-intern-starting-october-2025-all-genders-at-redstone-4206007585?position=49&pageNum=0&refId=iS2V6anonXHVhyfzyJW7SQ%3D%3D&trackingId=k%2FpNdCW1H0CHL9S%2BU5f2xg%3D%3D
Junior Data Engineer / Data Scientist (m/w/d),https://de.linkedin.com/jobs/view/junior-data-engineer-data-scientist-m-w-d-at-effect-data-solutions-gmbh-4252149629?position=50&pageNum=0&refId=iS2V6anonXHVhyfzyJW7SQ%3D%3D&trackingId=wpY71LJJD8D2CprPOOl%2FDw%3D%3D
Growth Data Analyst (Remote Europe),https://de.linkedin.com/jobs/view/growth-data-analyst-remote-europe-at-n8n-4269598826?position=51&pageNum=0&refId=iS2V6anonXHVhyfzyJW7SQ%3D%3D&trackingId=mtco86S%2FguGFM41tLKA9ZA%3D%3D
Back-end Engineer - Platform Team,https://de.linkedin.com/jobs/view/back-end-engineer-platform-team-at-taktile-4263494115?position=52&pageNum=0&refId=iS2V6anonXHVhyfzyJW7SQ%3D%3D&trackingId=NDqwtXyWQKayETSBbWSHgw%3D%3D
Data Scientist,https://de.linkedin.com/jobs/view/data-scientist-at-ag%C3%AAncia-lynx-4266972562?position=53&pageNum=0&refId=iS2V6anonXHVhyfzyJW7SQ%3D%3D&trackingId=xyR9LVYARqcB0wmHnsImkQ%3D%3D
Remote Nebenjob: Studenten gesucht,https://de.linkedin.com/jobs/view/remote-nebenjob-studenten-gesucht-at-nachhilfeunterricht-3799844401?position=54&pageNum=0&refId=iS2V6anonXHVhyfzyJW7SQ%3D%3D&trackingId=VzsJwsShmbYb56n8S90GnQ%3D%3D
Software Engineer,https://de.linkedin.com/jobs/view/software-engineer-at-quantcast-4223391623?position=55&pageNum=0&refId=iS2V6anonXHVhyfzyJW7SQ%3D%3D&trackingId=gFTMiWQYZ39z3LVI%2BO4%2Brw%3D%3D
Junior Software Engineer – Game Development (all genders welcome) – Berlin oder 100 % remote,https://de.linkedin.com/jobs/view/junior-software-engineer-%E2%80%93-game-development-all-genders-welcome-%E2%80%93-berlin-oder-100-%25-remote-at-gamomat-development-gmbh-4264841309?position=56&pageNum=0&refId=iS2V6anonXHVhyfzyJW7SQ%3D%3D&trackingId=ccCT6eT%2BPJk%2BpQU4PvWgew%3D%3D
Minijob als Nachhilfelehrer*in für Mathematik (Homeoffice möglich),https://de.linkedin.com/jobs/view/minijob-als-nachhilfelehrer-in-f%C3%BCr-mathematik-homeoffice-m%C3%B6glich-at-nachhilfeunterricht-4185411526?position=57&pageNum=0&refId=iS2V6anonXHVhyfzyJW7SQ%3D%3D&trackingId=kh3aVYdMfi%2BraHTicXgIwQ%3D%3D
Analytics Engineer,https://de.linkedin.com/jobs/view/analytics-engineer-at-gemma-analytics-4232946998?position=58&pageNum=0&refId=iS2V6anonXHVhyfzyJW7SQ%3D%3D&trackingId=AG0WkXwEVkeTMQu7T5OedA%3D%3D
Search Engineer,https://de.linkedin.com/jobs/view/search-engineer-at-knowunity-4257175046?position=59&pageNum=0&refId=iS2V6anonXHVhyfzyJW7SQ%3D%3D&trackingId=kXVjhFFCnTcIq54Fpm6z4g%3D%3D
Software Engineer Intern,https://de.linkedin.com/jobs/view/software-engineer-intern-at-bending-spoons-4273019103?position=60&pageNum=0&refId=iS2V6anonXHVhyfzyJW7SQ%3D%3D&trackingId=XyzJaYPbHqH0%2BcYbKnC0bA%3D%3D
Working Student Python Engineer,https://de.linkedin.com/jobs/view/working-student-python-engineer-at-dlthub-4275588380?position=1&pageNum=0&refId=7e9m%2Fv65cFIGLRDwyNT5Nw%3D%3D&trackingId=5yhUDdsERWnZxUVH4wj5LQ%3D%3D
Performance Analyst,https://de.linkedin.com/jobs/view/performance-analyst-at-wolt-4252359661?position=2&pageNum=0&refId=7e9m%2Fv65cFIGLRDwyNT5Nw%3D%3D&trackingId=RsRnH5KYOesqX5gIJAQBBQ%3D%3D
Minijob als Nachhilfelehrer*in in Englisch (Homeoffice möglich!),https://de.linkedin.com/jobs/view/minijob-als-nachhilfelehrer-in-in-englisch-homeoffice-m%C3%B6glich%21-at-nachhilfeunterricht-4042577405?position=3&pageNum=0&refId=7e9m%2Fv65cFIGLRDwyNT5Nw%3D%3D&trackingId=RfKPWu6xpTUhPbJIj3e%2B1g%3D%3D
ML Engineer,https://de.linkedin.com/jobs/view/ml-engineer-at-ailoys-4130085323?position=4&pageNum=0&refId=7e9m%2Fv65cFIGLRDwyNT5Nw%3D%3D&trackingId=Iyu59pf7sB%2BpTAKVPgSEnw%3D%3D
Energy Analyst,https://de.linkedin.com/jobs/view/energy-analyst-at-ember-4275634493?position=5&pageNum=0&refId=7e9m%2Fv65cFIGLRDwyNT5Nw%3D%3D&trackingId=KxMwMslO%2BCiW%2BjKWJ9kAAA%3D%3D
Python Developer (m/w/d),https://de.linkedin.com/jobs/view/python-developer-m-w-d-at-sides-4261675642?position=6&pageNum=0&refId=7e9m%2Fv65cFIGLRDwyNT5Nw%3D%3D&trackingId=Vba7A%2BuwxYvfxgLKJZln3Q%3D%3D
Machine Learning Engineer,https://de.linkedin.com/jobs/view/machine-learning-engineer-at-reliant-ai-4270622926?position=7&pageNum=0&refId=7e9m%2Fv65cFIGLRDwyNT5Nw%3D%3D&trackingId=1P%2FQ2vT6nt8g6yYe%2BOa84w%3D%3D
Junior AI & Automation (m|w|d),https://de.linkedin.com/jobs/view/junior-ai-automation-m-w-d-at-advalyze-4268337337?position=8&pageNum=0&refId=7e9m%2Fv65cFIGLRDwyNT5Nw%3D%3D&trackingId=Ls5hyS6ySqrvv13OcX0tpQ%3D%3D
"Senior Data Scientist - (Logistics, Pricing)",https://de.linkedin.com/jobs/view/senior-data-scientist-logistics-pricing-at-delivery-hero-4262121070?position=9&pageNum=0&refId=7e9m%2Fv65cFIGLRDwyNT5Nw%3D%3D&trackingId=v9oO%2BUQ%2BwuCAmPkccamZ%2BA%3D%3D
Sales Data Analyst (Part-Time),https://de.linkedin.com/jobs/view/sales-data-analyst-part-time-at-lovehoney-group-4259386830?position=10&pageNum=0&refId=7e9m%2Fv65cFIGLRDwyNT5Nw%3D%3D&trackingId=rQJZWvHaqDSLv5bE9%2BNcRA%3D%3D
Software Engineer (Intern),https://de.linkedin.com/jobs/view/software-engineer-intern-at-naptha-ai-4151321449?position=11&pageNum=0&refId=7e9m%2Fv65cFIGLRDwyNT5Nw%3D%3D&trackingId=LCBXNGR%2FSUnO7SOzMKGlHQ%3D%3D
Graduate Software Engineer,https://de.linkedin.com/jobs/view/graduate-software-engineer-at-bending-spoons-4273018116?position=12&pageNum=0&refId=7e9m%2Fv65cFIGLRDwyNT5Nw%3D%3D&trackingId=Bry9IrWK87XRwe308oBnJA%3D%3D
Data Scientist,https://de.linkedin.com/jobs/view/data-scientist-at-vay-4261049951?position=13&pageNum=0&refId=7e9m%2Fv65cFIGLRDwyNT5Nw%3D%3D&trackingId=HMC8ZH2JofcNwGQwHCUsHg%3D%3D
(Junior) Data Analyst - Medizincontrolling (w/m/d) - Berlin,https://de.linkedin.com/jobs/view/junior-data-analyst-medizincontrolling-w-m-d-berlin-at-tierarzt-plus-partner-4232895904?position=14&pageNum=0&refId=7e9m%2Fv65cFIGLRDwyNT5Nw%3D%3D&trackingId=zVWyVh0l5UieUQgYmUnCjg%3D%3D
"Machine Learning Engineer (Python, REST, ML Ops)",https://de.linkedin.com/jobs/view/machine-learning-engineer-python-rest-ml-ops-at-wasteer-4268365225?position=15&pageNum=0&refId=7e9m%2Fv65cFIGLRDwyNT5Nw%3D%3D&trackingId=QPgu9IWKAzOYusUq8evvHw%3D%3D
Freelance Software Developer (Python Engineer) - AI Trainer,https://de.linkedin.com/jobs/view/freelance-software-developer-python-engineer-ai-trainer-at-mindrift-4274585676?position=16&pageNum=0&refId=7e9m%2Fv65cFIGLRDwyNT5Nw%3D%3D&trackingId=jBfAY1I2YGFQeYvXoHmz%2FA%3D%3D
Operations Manager - Graduate 50-70k EUR - SaaS Startup -Berlin,https://de.linkedin.com/jobs/view/operations-manager-graduate-50-70k-eur-saas-startup-berlin-at-heavenhr-4245914386?position=17&pageNum=0&refId=7e9m%2Fv65cFIGLRDwyNT5Nw%3D%3D&trackingId=l30y5y4Du%2BBcf4gqxHoLNg%3D%3D
AI Engineer,https://de.linkedin.com/jobs/view/ai-engineer-at-knowunity-4256432468?position=18&pageNum=0&refId=7e9m%2Fv65cFIGLRDwyNT5Nw%3D%3D&trackingId=vDrBGkjwTXi5Y6BkK9%2F2fA%3D%3D
Analytics Engineer (m/f/d),https://de.linkedin.com/jobs/view/analytics-engineer-m-f-d-at-flink-4267325878?position=19&pageNum=0&refId=7e9m%2Fv65cFIGLRDwyNT5Nw%3D%3D&trackingId=u24UgGCtvwRlhBvnLOGlfQ%3D%3D
Remote Nebenjob: Studenten gesucht,https://de.linkedin.com/jobs/view/remote-nebenjob-studenten-gesucht-at-nachhilfeunterricht-3960781167?position=20&pageNum=0&refId=7e9m%2Fv65cFIGLRDwyNT5Nw%3D%3D&trackingId=Z3CG1wC1EHr%2BYE6CD0VpBw%3D%3D
(Junior) Backend Developer - (d/m/w),https://de.linkedin.com/jobs/view/junior-backend-developer-d-m-w-at-verimi-4268531364?position=21&pageNum=0&refId=7e9m%2Fv65cFIGLRDwyNT5Nw%3D%3D&trackingId=W0C6S5ZpmRLM2SgCCvcFOg%3D%3D
Junior Full-Stack Software Developer (MSSP Platform),https://de.linkedin.com/jobs/view/junior-full-stack-software-developer-mssp-platform-at-cyber-curriculum%C2%AE-4264468116?position=22&pageNum=0&refId=7e9m%2Fv65cFIGLRDwyNT5Nw%3D%3D&trackingId=uXX2dCAyIjccUlSku6uFqg%3D%3D
ML Engineer (LLM),https://de.linkedin.com/jobs/view/ml-engineer-llm-at-synthflow-ai-4272320341?position=23&pageNum=0&refId=7e9m%2Fv65cFIGLRDwyNT5Nw%3D%3D&trackingId=63khI5QqTbV9DLGe2JLRoQ%3D%3D
Speculative application - Research & Development,https://de.linkedin.com/jobs/view/speculative-application-research-development-at-ucaneo-4269290673?position=24&pageNum=0&refId=7e9m%2Fv65cFIGLRDwyNT5Nw%3D%3D&trackingId=qfI6uSdM2KlRrnKigZ4AwQ%3D%3D
AI Engineer (Agentic AI & LLM Systems),https://de.linkedin.com/jobs/view/ai-engineer-agentic-ai-llm-systems-at-nnamu-4269669375?position=25&pageNum=0&refId=7e9m%2Fv65cFIGLRDwyNT5Nw%3D%3D&trackingId=NzMBHM2fxPxH%2BvvZta8xfg%3D%3D
Claims Data Analyst/Business Analyst. Healthcare,https://de.linkedin.com/jobs/view/claims-data-analyst-business-analyst-healthcare-at-trinetix-4275349416?position=26&pageNum=0&refId=7e9m%2Fv65cFIGLRDwyNT5Nw%3D%3D&trackingId=viSmyvPZ5Uvye9dEaeR%2F%2BQ%3D%3D
Python Developer (m/w/d),https://de.linkedin.com/jobs/view/python-developer-m-w-d-at-quantune-technologies-gmbh-4257180630?position=27&pageNum=0&refId=7e9m%2Fv65cFIGLRDwyNT5Nw%3D%3D&trackingId=SSiEAZOukvvYV%2FMb2BGyYQ%3D%3D
Staff Data Scientist - (Quick Commerce),https://de.linkedin.com/jobs/view/staff-data-scientist-quick-commerce-at-delivery-hero-4242992273?position=28&pageNum=0&refId=7e9m%2Fv65cFIGLRDwyNT5Nw%3D%3D&trackingId=xpUyaMJ8lqjUFAFyB5Kykw%3D%3D
Junior Automation Engineer,https://de.linkedin.com/jobs/view/junior-automation-engineer-at-ucaneo-4267477794?position=29&pageNum=0&refId=7e9m%2Fv65cFIGLRDwyNT5Nw%3D%3D&trackingId=TNdYOm6bLKP2SgleHjIs7Q%3D%3D
"Product Analyst - (Logistics, Customer)",https://de.linkedin.com/jobs/view/product-analyst-logistics-customer-at-delivery-hero-4271594025?position=30&pageNum=0&refId=7e9m%2Fv65cFIGLRDwyNT5Nw%3D%3D&trackingId=rzngaawESirxw%2FjqXKe%2BAg%3D%3D
Software Engineer Working Student/Intern,https://de.linkedin.com/jobs/view/software-engineer-working-student-intern-at-taktile-4205745296?position=31&pageNum=0&refId=7e9m%2Fv65cFIGLRDwyNT5Nw%3D%3D&trackingId=PzYtCBljAN%2Bibl0s3pmqRA%3D%3D
Machine Learning Working Student - Hybrid,https://de.linkedin.com/jobs/view/machine-learning-working-student-hybrid-at-dida-4015219243?position=32&pageNum=0&refId=7e9m%2Fv65cFIGLRDwyNT5Nw%3D%3D&trackingId=LxwVtMACBNuqawmWTCC7jA%3D%3D
Data Scientist - Berlin (All Genders),https://de.linkedin.com/jobs/view/data-scientist-berlin-all-genders-at-digitl-4271738093?position=33&pageNum=0&refId=7e9m%2Fv65cFIGLRDwyNT5Nw%3D%3D&trackingId=cKUHFsHjwlia2Pw0Gj0Ksg%3D%3D
Machine Learning Engineer,https://de.linkedin.com/jobs/view/machine-learning-engineer-at-super-ai-4084207634?position=34&pageNum=0&refId=7e9m%2Fv65cFIGLRDwyNT5Nw%3D%3D&trackingId=FUjsEp0rvf132klh%2FO%2BJMw%3D%3D
"Product Analyst - (Logistics Customer, Seamless)",https://de.linkedin.com/jobs/view/product-analyst-logistics-customer-seamless-at-delivery-hero-4268586275?position=35&pageNum=0&refId=7e9m%2Fv65cFIGLRDwyNT5Nw%3D%3D&trackingId=D%2FTJ4fbHYtZfume%2BPho%2FHw%3D%3D
Werkstudent Data Analytics / Python (all genders),https://de.linkedin.com/jobs/view/werkstudent-data-analytics-python-all-genders-at-forvis-mazars-in-germany-4257890160?position=36&pageNum=0&refId=7e9m%2Fv65cFIGLRDwyNT5Nw%3D%3D&trackingId=tqlHGrQBHa3udQAZ7lbHyQ%3D%3D
Senior Product Analyst - Consumer Product,https://de.linkedin.com/jobs/view/senior-product-analyst-consumer-product-at-delivery-hero-4248011714?position=37&pageNum=0&refId=7e9m%2Fv65cFIGLRDwyNT5Nw%3D%3D&trackingId=Q5eI74tPx99z3QA%2F6yKSzw%3D%3D
Fullstack AI Engineer,https://de.linkedin.com/jobs/view/fullstack-ai-engineer-at-libra-4268907603?position=38&pageNum=0&refId=7e9m%2Fv65cFIGLRDwyNT5Nw%3D%3D&trackingId=UpM%2F5RQS0%2BUIhh0k2JrxAQ%3D%3D
Senior Python Software Engineer,https://de.linkedin.com/jobs/view/senior-python-software-engineer-at-synthflow-ai-4131111286?position=39&pageNum=0&refId=7e9m%2Fv65cFIGLRDwyNT5Nw%3D%3D&trackingId=R%2BGmtJ10qWbOQIOOmOjSdg%3D%3D
WERKSTUDENT*IN ODER PRAKTIKANT*IN PYTHON SOFTWARE DEVELOPER (BACKEND),https://de.linkedin.com/jobs/view/werkstudent-in-oder-praktikant-in-python-software-developer-backend-at-acceleraid-4090896403?position=40&pageNum=0&refId=7e9m%2Fv65cFIGLRDwyNT5Nw%3D%3D&trackingId=cC21sAn8bG0PabPlxHGvhw%3D%3D
Looking for a computer vision and ML engineer,https://de.linkedin.com/jobs/view/looking-for-a-computer-vision-and-ml-engineer-at-phera-4270332312?position=41&pageNum=0&refId=7e9m%2Fv65cFIGLRDwyNT5Nw%3D%3D&trackingId=7ExUvHdaWbIxDdS3A9rVeQ%3D%3D
Product Analyst,https://de.linkedin.com/jobs/view/product-analyst-at-thryve-4275331648?position=42&pageNum=0&refId=7e9m%2Fv65cFIGLRDwyNT5Nw%3D%3D&trackingId=RdrRJ48XnI5HyG1Q0ehfQA%3D%3D
AI Agent Engineer,https://de.linkedin.com/jobs/view/ai-agent-engineer-at-naptha-ai-4151320457?position=43&pageNum=0&refId=7e9m%2Fv65cFIGLRDwyNT5Nw%3D%3D&trackingId=bWvnIqP%2Bose7uu5KGDRKwg%3D%3D
Freelance Software Developer (Python) - Quality Assurance (AI Trainer),https://de.linkedin.com/jobs/view/freelance-software-developer-python-quality-assurance-ai-trainer-at-mindrift-4245511119?position=44&pageNum=0&refId=7e9m%2Fv65cFIGLRDwyNT5Nw%3D%3D&trackingId=76kS9u4OJOVYVFMCkXfxQg%3D%3D
"AI Engineer (LLM + RL, Healthcare",https://de.linkedin.com/jobs/view/ai-engineer-llm-%2B-rl-healthcare-at-innowerft-4269645150?position=45&pageNum=0&refId=7e9m%2Fv65cFIGLRDwyNT5Nw%3D%3D&trackingId=Da2Pl5bGOmc3TDdk%2F2pbBQ%3D%3D
Senior AI Agent Engineer,https://de.linkedin.com/jobs/view/senior-ai-agent-engineer-at-beam-ai-4275370603?position=46&pageNum=0&refId=7e9m%2Fv65cFIGLRDwyNT5Nw%3D%3D&trackingId=tO4nXBEL3z171fK61%2F6zPw%3D%3D
Analytics Engineer,https://de.linkedin.com/jobs/view/analytics-engineer-at-gemma-analytics-4232953138?position=47&pageNum=0&refId=7e9m%2Fv65cFIGLRDwyNT5Nw%3D%3D&trackingId=STGfA8YQ9OYs1k%2BddM%2BKHw%3D%3D
Data Scientist (m/f/x),https://de.linkedin.com/jobs/view/data-scientist-m-f-x-at-fuchs-eule-4233872235?position=48&pageNum=0&refId=7e9m%2Fv65cFIGLRDwyNT5Nw%3D%3D&trackingId=NwpG%2BOQnHDYCdSycQRsEzg%3D%3D
Venture Capital-Intern -> starting October 2025 (all genders),https://de.linkedin.com/jobs/view/venture-capital-intern-starting-october-2025-all-genders-at-redstone-4206007585?position=49&pageNum=0&refId=7e9m%2Fv65cFIGLRDwyNT5Nw%3D%3D&trackingId=Q0gLnsRc1EO2ezdKu6%2F1Og%3D%3D
Junior Data Engineer / Data Scientist (m/w/d),https://de.linkedin.com/jobs/view/junior-data-engineer-data-scientist-m-w-d-at-effect-data-solutions-gmbh-4252149629?position=50&pageNum=0&refId=7e9m%2Fv65cFIGLRDwyNT5Nw%3D%3D&trackingId=wQKJQTXtQphzCvjsZcTjHg%3D%3D
Growth Data Analyst (Remote Europe),https://de.linkedin.com/jobs/view/growth-data-analyst-remote-europe-at-n8n-4269598826?position=51&pageNum=0&refId=7e9m%2Fv65cFIGLRDwyNT5Nw%3D%3D&trackingId=j3YNwQvMw9MPAn1h3g%2FUcA%3D%3D
Back-end Engineer - Platform Team,https://de.linkedin.com/jobs/view/back-end-engineer-platform-team-at-taktile-4263494115?position=52&pageNum=0&refId=7e9m%2Fv65cFIGLRDwyNT5Nw%3D%3D&trackingId=cZo7mwZyQy2mxo3w3zlvsQ%3D%3D
Data Scientist,https://de.linkedin.com/jobs/view/data-scientist-at-ag%C3%AAncia-lynx-4266972562?position=53&pageNum=0&refId=7e9m%2Fv65cFIGLRDwyNT5Nw%3D%3D&trackingId=iJtozQJtzgaAvjYbobdI3Q%3D%3D
Remote Nebenjob: Studenten gesucht,https://de.linkedin.com/jobs/view/remote-nebenjob-studenten-gesucht-at-nachhilfeunterricht-3799844401?position=54&pageNum=0&refId=7e9m%2Fv65cFIGLRDwyNT5Nw%3D%3D&trackingId=iCc6YOHAvDHVoRMgNPrwhA%3D%3D
Software Engineer,https://de.linkedin.com/jobs/view/software-engineer-at-quantcast-4223391623?position=55&pageNum=0&refId=7e9m%2Fv65cFIGLRDwyNT5Nw%3D%3D&trackingId=xkTe7FuX%2BNSPbOICCri55g%3D%3D
Junior Software Engineer – Game Development (all genders welcome) – Berlin oder 100 % remote,https://de.linkedin.com/jobs/view/junior-software-engineer-%E2%80%93-game-development-all-genders-welcome-%E2%80%93-berlin-oder-100-%25-remote-at-gamomat-development-gmbh-4264841309?position=56&pageNum=0&refId=7e9m%2Fv65cFIGLRDwyNT5Nw%3D%3D&trackingId=nZiHeaZose5P0SNHv8oS7Q%3D%3D
Minijob als Nachhilfelehrer*in für Mathematik (Homeoffice möglich),https://de.linkedin.com/jobs/view/minijob-als-nachhilfelehrer-in-f%C3%BCr-mathematik-homeoffice-m%C3%B6glich-at-nachhilfeunterricht-4185411526?position=57&pageNum=0&refId=7e9m%2Fv65cFIGLRDwyNT5Nw%3D%3D&trackingId=vNm8eqBZHDUW1QGhwnH0CQ%3D%3D
Analytics Engineer,https://de.linkedin.com/jobs/view/analytics-engineer-at-gemma-analytics-4232946998?position=58&pageNum=0&refId=7e9m%2Fv65cFIGLRDwyNT5Nw%3D%3D&trackingId=TKCbhPcFLOgfq3LjP%2FWUlQ%3D%3D
Search Engineer,https://de.linkedin.com/jobs/view/search-engineer-at-knowunity-4257175046?position=59&pageNum=0&refId=7e9m%2Fv65cFIGLRDwyNT5Nw%3D%3D&trackingId=GfUCBl%2BYAQNV18e38DH5QA%3D%3D
Software Engineer Intern,https://de.linkedin.com/jobs/view/software-engineer-intern-at-bending-spoons-4273019103?position=60&pageNum=0&refId=7e9m%2Fv65cFIGLRDwyNT5Nw%3D%3D&trackingId=9ppv8djjxtYaabWFL9SgLw%3D%3D
